student_id,first_name,last_name,grade_level,school_id,gender,is_ell,has_iep,is_frl,student_name,grade_label,has_support_need
STU00677,Noa,Wilson,4,S002,M,False,False,True,Noa Wilson,4,True
STU00678,Jamie,Chen,2,S002,M,False,False,False,Jamie Chen,2,False
STU00679,Kai,Lee,0,S002,M,False,False,True,Kai Lee,K,True
STU00680,Jamie,Hill,5,S002,F,False,False,True,Jamie Hill,5,True
STU00681,Morgan,Martinez,3,S002,M,False,True,False,Morgan Martinez,3,True
STU00682,Morgan,Kim,1,S002,M,False,False,True,Morgan Kim,1,True
STU00683,Emery,Rivera,4,S002,M,False,False,True,Emery Rivera,4,True
STU00684,Quinn,Kim,2,S002,M,False,False,True,Quinn Kim,2,True
STU00685,Jordan,Lopez,2,S002,F,False,False,True,Jordan Lopez,2,True
STU00686,Morgan,Thomas,1,S002,M,False,False,False,Morgan Thomas,1,False
STU00687,Logan,Martinez,3,S002,M,False,True,False,Logan Martinez,3,True
STU00688,Riley,Hill,4,S002,F,False,False,True,Riley Hill,4,True
STU00689,Emery,Thomas,2,S002,M,True,False,False,Emery Thomas,2,True
STU00690,Avery,Patel,5,S002,F,True,False,False,Avery Patel,5,True
STU00691,Harper,Lee,0,S002,M,False,False,True,Harper Lee,K,True
STU00692,Quinn,Patel,3,S002,F,False,True,True,Quinn Patel,3,True
STU00693,Harper,Rivera,2,S002,M,False,False,True,Harper Rivera,2,True
STU00694,Micah,Wilson,3,S002,F,False,False,True,Micah Wilson,3,True
STU00695,Quinn,Smith,0,S002,M,False,False,False,Quinn Smith,K,False
STU00696,Reese,Nguyen,4,S002,M,False,False,True,Reese Nguyen,4,True
STU00697,Noa,Anderson,4,S002,F,False,False,True,Noa Anderson,4,True
STU00698,Quinn,Kim,3,S002,F,False,True,False,Quinn Kim,3,True
STU00699,Quinn,Brown,2,S002,M,False,False,False,Quinn Brown,2,False
STU00700,Micah,Lee,4,S002,M,False,False,True,Micah Lee,4,True
STU00701,Rowan,Lee,3,S002,F,False,False,True,Rowan Lee,3,True
STU00702,Devon,Chen,1,S002,F,False,True,True,Devon Chen,1,True
STU00703,Avery,Walker,4,S002,F,False,False,False,Avery Walker,4,False
STU00704,Avery,Kim,4,S002,M,False,False,True,Avery Kim,4,True
STU00705,Riley,Chen,0,S002,X,False,True,False,Riley Chen,K,True
STU00706,Riley,Nguyen,0,S002,F,False,False,False,Riley Nguyen,K,False
STU00707,Sage,Kim,5,S002,F,False,False,False,Sage Kim,5,False
STU00708,Rowan,Kim,5,S002,F,False,False,False,Rowan Kim,5,False
STU00709,Noa,Young,5,S002,F,False,False,True,Noa Young,5,True
STU00710,Rowan,Smith,3,S002,M,False,False,True,Rowan Smith,3,True
STU00711,Harper,Garcia,3,S002,M,False,False,True,Harper Garcia,3,True
STU00712,Avery,Martinez,4,S002,M,False,False,True,Avery Martinez,4,True
STU00713,Emery,Young,2,S002,M,False,False,False,Emery Young,2,False
STU00714,Casey,Lopez,3,S002,M,False,False,False,Casey Lopez,3,False
STU00715,Logan,Garcia,4,S002,M,False,False,True,Logan Garcia,4,True
STU00716,Jamie,Nguyen,0,S002,M,False,False,False,Jamie Nguyen,K,False
STU00717,Sage,Rivera,2,S002,F,False,False,False,Sage Rivera,2,False
STU00718,Logan,Johnson,0,S002,M,False,True,False,Logan Johnson,K,True
STU00719,Quinn,Smith,5,S002,M,False,False,True,Quinn Smith,5,True
STU00720,Avery,Wilson,2,S002,X,False,True,True,Avery Wilson,2,True
STU00721,Skyler,Lee,2,S002,M,False,False,True,Skyler Lee,2,True
STU00722,Rowan,Martinez,0,S002,F,False,False,False,Rowan Martinez,K,False
STU00723,Riley,Hill,3,S002,F,True,False,True,Riley Hill,3,True
STU00724,Harper,Smith,3,S002,M,False,True,True,Harper Smith,3,True
STU00725,Reese,Patel,0,S002,F,True,False,True,Reese Patel,K,True
STU00726,Jordan,Hill,1,S002,X,False,False,True,Jordan Hill,1,True
STU00727,Skyler,Nguyen,5,S002,F,True,False,True,Skyler Nguyen,5,True
STU00728,Riley,Johnson,1,S002,M,False,False,True,Riley Johnson,1,True
STU00729,Emery,Wilson,1,S002,M,True,False,False,Emery Wilson,1,True
STU00730,Quinn,Kim,1,S002,F,False,True,False,Quinn Kim,1,True
STU00731,Emery,Anderson,1,S002,F,True,False,True,Emery Anderson,1,True
STU00732,Parker,Johnson,1,S002,F,False,False,False,Parker Johnson,1,False
STU00733,Harper,Thomas,2,S002,F,False,False,True,Harper Thomas,2,True
STU00734,Kai,Anderson,3,S002,M,True,False,True,Kai Anderson,3,True
STU00735,Logan,Lee,4,S002,M,False,False,True,Logan Lee,4,True
STU00736,Harper,Young,2,S002,F,False,False,True,Harper Young,2,True
STU00737,Devon,Garcia,2,S002,M,False,False,True,Devon Garcia,2,True
STU00738,Harper,Chen,4,S002,M,False,False,True,Harper Chen,4,True
STU00739,Logan,Martinez,2,S002,M,False,False,True,Logan Martinez,2,True
STU00740,Riley,Rivera,5,S002,F,False,False,True,Riley Rivera,5,True
STU00741,Devon,Davis,4,S002,F,False,True,True,Devon Davis,4,True
STU00742,Rowan,Anderson,3,S002,M,True,False,True,Rowan Anderson,3,True
STU00743,Quinn,Kim,2,S002,F,False,False,False,Quinn Kim,2,False
STU00744,Avery,Anderson,4,S002,F,False,True,False,Avery Anderson,4,True
STU00745,Logan,Davis,3,S002,F,False,False,False,Logan Davis,3,False
STU00746,Skyler,Thomas,1,S002,M,False,False,False,Skyler Thomas,1,False
STU00747,Skyler,Lopez,2,S002,F,False,False,False,Skyler Lopez,2,False
STU00748,Sage,Lee,5,S002,F,False,False,True,Sage Lee,5,True
STU00749,Kai,Lopez,2,S002,M,False,False,True,Kai Lopez,2,True
STU00750,Jamie,Hill,1,S002,M,False,False,False,Jamie Hill,1,False
STU00751,Casey,Nguyen,3,S002,F,False,False,False,Casey Nguyen,3,False
STU00752,Kai,Anderson,3,S002,F,False,False,True,Kai Anderson,3,True
STU00753,Emery,Garcia,0,S002,M,False,False,False,Emery Garcia,K,False
STU00754,Kai,Nguyen,5,S002,F,False,False,True,Kai Nguyen,5,True
STU00755,Harper,Rivera,0,S002,F,False,False,True,Harper Rivera,K,True
STU00756,Sage,Martinez,2,S002,M,True,False,True,Sage Martinez,2,True
STU00757,Sage,Patel,4,S002,M,False,False,True,Sage Patel,4,True
STU00758,Casey,Anderson,1,S002,F,True,False,False,Casey Anderson,1,True
STU00759,Sage,Walker,3,S002,M,False,False,False,Sage Walker,3,False
STU00760,Riley,Wilson,5,S002,M,False,False,False,Riley Wilson,5,False
STU00761,Jamie,Rivera,1,S002,M,False,False,False,Jamie Rivera,1,False
STU00762,Harper,Smith,0,S002,F,True,False,True,Harper Smith,K,True
STU00763,Jamie,Hill,2,S002,M,False,False,True,Jamie Hill,2,True
STU00764,Jordan,Walker,3,S002,F,True,False,False,Jordan Walker,3,True
STU00765,Riley,Garcia,5,S002,M,False,False,True,Riley Garcia,5,True
STU00766,Emery,Davis,3,S002,F,False,False,True,Emery Davis,3,True
STU00767,Riley,Wilson,1,S002,F,False,True,False,Riley Wilson,1,True
STU00768,Quinn,Thomas,3,S002,F,True,False,True,Quinn Thomas,3,True
STU00769,Morgan,Wilson,4,S002,M,False,False,True,Morgan Wilson,4,True
STU00770,Jamie,Hill,5,S002,F,False,False,True,Jamie Hill,5,True
STU00771,Casey,Martinez,3,S002,M,False,False,False,Casey Martinez,3,False
STU00772,Parker,Chen,2,S002,F,False,False,True,Parker Chen,2,True
STU00773,Micah,Lopez,2,S002,F,False,False,True,Micah Lopez,2,True
STU00774,Casey,Johnson,0,S002,M,False,True,True,Casey Johnson,K,True
STU00775,Sage,Lee,3,S002,F,False,False,True,Sage Lee,3,True
STU00776,Emery,Chen,5,S002,M,False,False,False,Emery Chen,5,False
STU00777,Kai,Nguyen,3,S002,X,False,False,False,Kai Nguyen,3,False
STU00778,Jordan,Patel,4,S002,F,False,False,True,Jordan Patel,4,True
STU00779,Jamie,Hill,3,S002,F,False,True,False,Jamie Hill,3,True
STU00780,Noa,Johnson,0,S002,M,False,False,False,Noa Johnson,K,False
STU00781,Jordan,Kim,1,S002,F,False,False,True,Jordan Kim,1,True
STU00782,Morgan,Davis,0,S002,M,False,False,True,Morgan Davis,K,True
STU00783,Jamie,Johnson,1,S002,F,True,True,False,Jamie Johnson,1,True
STU00784,Casey,Lopez,5,S002,M,False,False,False,Casey Lopez,5,False
STU00785,Quinn,Rivera,1,S002,F,False,False,False,Quinn Rivera,1,False
STU00786,Avery,Walker,4,S002,F,False,False,False,Avery Walker,4,False
STU00787,Jordan,Chen,4,S002,M,True,False,False,Jordan Chen,4,True
STU00788,Morgan,Young,1,S002,F,False,True,True,Morgan Young,1,True
STU00789,Logan,Thomas,0,S002,F,True,False,False,Logan Thomas,K,True
STU00790,Micah,Smith,0,S002,F,False,False,False,Micah Smith,K,False
STU00791,Noa,Hill,2,S002,M,False,False,True,Noa Hill,2,True
STU00792,Parker,Garcia,4,S002,M,True,False,False,Parker Garcia,4,True
STU00793,Parker,Lee,5,S002,F,False,False,False,Parker Lee,5,False
STU00794,Noa,Thomas,1,S002,M,False,True,True,Noa Thomas,1,True
STU00795,Reese,Davis,4,S002,F,False,True,True,Reese Davis,4,True
STU00796,Jordan,Johnson,0,S002,M,False,False,True,Jordan Johnson,K,True
STU00797,Micah,Patel,4,S002,M,False,False,True,Micah Patel,4,True
STU00798,Riley,Chen,0,S002,M,False,False,False,Riley Chen,K,False
STU00799,Reese,Lee,0,S002,M,False,False,True,Reese Lee,K,True
STU00800,Emery,Davis,1,S002,F,False,False,False,Emery Davis,1,False
STU00801,Kai,Rivera,8,S003,F,False,False,False,Kai Rivera,8,False
STU00802,Reese,Young,8,S003,F,False,False,True,Reese Young,8,True
STU00803,Jordan,Khan,7,S003,F,False,False,False,Jordan Khan,7,False
STU00804,Noa,Nguyen,8,S003,F,False,False,True,Noa Nguyen,8,True
STU00805,Finley,Patel,7,S003,M,False,False,True,Finley Patel,7,True
STU00806,Riley,Patel,6,S003,F,False,False,False,Riley Patel,6,False
STU00807,Devon,Khan,6,S003,M,False,False,True,Devon Khan,6,True
STU00808,Skyler,Lopez,7,S003,F,False,False,False,Skyler Lopez,7,False
STU00809,Riley,Young,7,S003,F,False,False,True,Riley Young,7,True
STU00810,Riley,Chen,7,S003,M,False,False,False,Riley Chen,7,False
STU00811,Skyler,Thomas,6,S003,M,True,False,True,Skyler Thomas,6,True
STU00812,Harper,Davis,6,S003,F,False,False,True,Harper Davis,6,True
STU00813,Casey,Brown,7,S003,X,False,False,True,Casey Brown,7,True
STU00814,Avery,Anderson,7,S003,F,False,False,False,Avery Anderson,7,False
STU00815,Morgan,Anderson,8,S003,M,False,False,False,Morgan Anderson,8,False
STU00816,Jamie,Patel,8,S003,M,False,False,True,Jamie Patel,8,True
STU00817,Quinn,Rivera,8,S003,M,False,False,True,Quinn Rivera,8,True
STU00818,Avery,Kim,7,S003,F,False,False,False,Avery Kim,7,False
STU00819,Kai,Davis,6,S003,F,False,False,True,Kai Davis,6,True
STU00820,Sage,Brown,6,S003,F,False,False,True,Sage Brown,6,True
STU00821,Reese,Rivera,8,S003,M,True,True,True,Reese Rivera,8,True
STU00822,Finley,Davis,7,S003,F,False,False,True,Finley Davis,7,True
STU00823,Rowan,Hill,7,S003,M,False,False,False,Rowan Hill,7,False
STU00824,Parker,Thomas,8,S003,F,False,False,True,Parker Thomas,8,True
STU00825,Harper,Walker,7,S003,M,True,False,False,Harper Walker,7,True
STU00826,Jamie,Smith,7,S003,F,True,True,False,Jamie Smith,7,True
STU00827,Sage,Smith,8,S003,F,False,False,False,Sage Smith,8,False
STU00828,Sage,Kim,7,S003,F,False,True,False,Sage Kim,7,True
STU00829,Quinn,Johnson,7,S003,M,False,True,False,Quinn Johnson,7,True
STU00830,Finley,Hill,8,S003,F,False,False,True,Finley Hill,8,True
STU00831,Harper,Hill,7,S003,F,False,False,True,Harper Hill,7,True
STU00832,Jordan,Walker,8,S003,F,False,False,True,Jordan Walker,8,True
STU00833,Logan,Young,6,S003,F,True,False,False,Logan Young,6,True
STU00834,Noa,Chen,6,S003,X,False,False,True,Noa Chen,6,True
STU00835,Noa,Garcia,7,S003,M,False,False,False,Noa Garcia,7,False
STU00836,Avery,Patel,7,S003,F,False,False,True,Avery Patel,7,True
STU00837,Skyler,Nguyen,8,S003,M,False,False,False,Skyler Nguyen,8,False
STU00838,Devon,Thomas,7,S003,F,False,False,True,Devon Thomas,7,True
STU00839,Parker,Johnson,6,S003,F,False,False,True,Parker Johnson,6,True
STU00840,Reese,Kim,8,S003,F,False,False,True,Reese Kim,8,True
STU00841,Morgan,Anderson,6,S003,M,False,True,False,Morgan Anderson,6,True
STU00842,Quinn,Chen,8,S003,F,False,False,True,Quinn Chen,8,True
STU00843,Rowan,Anderson,6,S003,F,False,True,True,Rowan Anderson,6,True
STU00844,Jordan,Thomas,6,S003,F,False,False,True,Jordan Thomas,6,True
STU00845,Sage,Davis,6,S003,F,False,False,True,Sage Davis,6,True
STU00846,Kai,Lopez,6,S003,F,False,False,True,Kai Lopez,6,True
STU00847,Riley,Thomas,8,S003,M,False,True,False,Riley Thomas,8,True
STU00848,Sage,Johnson,7,S003,M,False,False,True,Sage Johnson,7,True
STU00849,Reese,Smith,7,S003,M,False,False,True,Reese Smith,7,True
STU00850,Harper,Johnson,7,S003,F,True,False,False,Harper Johnson,7,True
STU00851,Riley,Nguyen,8,S003,F,True,False,False,Riley Nguyen,8,True
STU00852,Noa,Nguyen,6,S003,M,False,False,True,Noa Nguyen,6,True
STU00853,Quinn,Kim,6,S003,M,False,False,True,Quinn Kim,6,True
STU00854,Rowan,Khan,7,S003,M,False,False,True,Rowan Khan,7,True
STU00855,Sage,Patel,6,S003,M,False,False,True,Sage Patel,6,True
STU00856,Micah,Brown,7,S003,F,False,True,True,Micah Brown,7,True
STU00857,Casey,Garcia,7,S003,M,False,False,False,Casey Garcia,7,False
STU00858,Rowan,Wilson,7,S003,F,False,False,True,Rowan Wilson,7,True
STU00859,Riley,Davis,7,S003,M,False,False,True,Riley Davis,7,True
STU00860,Kai,Lopez,7,S003,M,False,False,True,Kai Lopez,7,True
STU00861,Skyler,Davis,6,S003,F,False,False,False,Skyler Davis,6,False
STU00862,Kai,Thomas,8,S003,F,True,False,True,Kai Thomas,8,True
STU00863,Morgan,Martinez,6,S003,F,True,True,True,Morgan Martinez,6,True
STU00864,Reese,Anderson,8,S003,M,True,False,False,Reese Anderson,8,True
STU00865,Devon,Johnson,6,S003,M,False,False,False,Devon Johnson,6,False
STU00866,Rowan,Garcia,7,S003,M,False,False,False,Rowan Garcia,7,False
STU00867,Emery,Johnson,8,S003,F,False,False,True,Emery Johnson,8,True
STU00868,Emery,Khan,7,S003,M,False,True,True,Emery Khan,7,True
STU00869,Avery,Rivera,8,S003,F,True,False,False,Avery Rivera,8,True
STU00870,Reese,Lopez,6,S003,X,False,False,False,Reese Lopez,6,False
STU00871,Micah,Johnson,8,S003,M,True,False,True,Micah Johnson,8,True
STU00872,Logan,Nguyen,6,S003,F,False,False,True,Logan Nguyen,6,True
STU00873,Casey,Davis,8,S003,M,False,False,True,Casey Davis,8,True
STU00874,Rowan,Nguyen,7,S003,F,False,False,True,Rowan Nguyen,7,True
STU00875,Reese,Martinez,8,S003,M,False,False,True,Reese Martinez,8,True
STU00876,Devon,Young,7,S003,F,True,False,True,Devon Young,7,True
STU00877,Emery,Young,8,S003,M,False,False,False,Emery Young,8,False
STU00878,Parker,Davis,7,S003,F,False,False,False,Parker Davis,7,False
STU00879,Noa,Johnson,8,S003,F,False,False,True,Noa Johnson,8,True
STU00880,Harper,Chen,7,S003,F,True,True,True,Harper Chen,7,True
STU00881,Micah,Davis,6,S003,F,False,False,True,Micah Davis,6,True
STU00882,Reese,Smith,7,S003,M,True,False,True,Reese Smith,7,True
STU00883,Jamie,Garcia,7,S003,F,True,False,True,Jamie Garcia,7,True
STU00884,Harper,Anderson,8,S003,F,False,False,False,Harper Anderson,8,False
STU00885,Quinn,Young,6,S003,M,True,False,True,Quinn Young,6,True
STU00886,Morgan,Davis,8,S003,M,False,False,False,Morgan Davis,8,False
STU00887,Reese,Khan,6,S003,M,False,False,True,Reese Khan,6,True
STU00888,Micah,Brown,7,S003,F,False,False,True,Micah Brown,7,True
STU00889,Micah,Smith,8,S003,F,False,False,False,Micah Smith,8,False
STU00890,Skyler,Patel,8,S003,F,False,False,False,Skyler Patel,8,False
STU00891,Sage,Garcia,6,S003,M,False,False,True,Sage Garcia,6,True
STU00892,Finley,Kim,6,S003,F,False,False,False,Finley Kim,6,False
STU00893,Micah,Lee,7,S003,M,False,True,True,Micah Lee,7,True
STU00894,Avery,Brown,6,S003,M,False,False,False,Avery Brown,6,False
STU00895,Harper,Wilson,6,S003,F,False,False,True,Harper Wilson,6,True
STU00896,Reese,Walker,8,S003,F,False,False,True,Reese Walker,8,True
STU00897,Jamie,Brown,6,S003,M,False,False,True,Jamie Brown,6,True
STU00898,Sage,Anderson,6,S003,F,False,False,False,Sage Anderson,6,False
STU00899,Casey,Brown,7,S003,F,False,False,False,Casey Brown,7,False
STU00900,Reese,Chen,8,S003,M,False,False,False,Reese Chen,8,False
STU00901,Morgan,Kim,7,S003,F,False,False,True,Morgan Kim,7,True
STU00902,Rowan,Walker,8,S003,F,False,False,True,Rowan Walker,8,True
STU00903,Casey,Garcia,8,S003,F,False,True,True,Casey Garcia,8,True
STU00904,Avery,Lopez,7,S003,F,False,False,True,Avery Lopez,7,True
STU00905,Skyler,Thomas,6,S003,M,False,False,True,Skyler Thomas,6,True
STU00906,Kai,Chen,8,S003,M,False,False,True,Kai Chen,8,True
STU00907,Casey,Patel,8,S003,F,False,False,False,Casey Patel,8,False
STU00908,Quinn,Smith,6,S003,F,False,False,True,Quinn Smith,6,True
STU00909,Reese,Lopez,7,S003,F,False,False,False,Reese Lopez,7,False
STU00910,Skyler,Patel,6,S003,M,False,False,True,Skyler Patel,6,True
STU00911,Rowan,Thomas,7,S003,M,False,False,True,Rowan Thomas,7,True
STU00912,Finley,Lee,8,S003,F,False,False,True,Finley Lee,8,True
STU00913,Emery,Rivera,8,S003,M,False,False,False,Emery Rivera,8,False
STU00914,Emery,Walker,7,S003,M,False,False,True,Emery Walker,7,True
STU00915,Skyler,Khan,7,S003,F,True,False,True,Skyler Khan,7,True
STU00916,Kai,Lee,7,S003,M,False,False,True,Kai Lee,7,True
STU00917,Micah,Hill,7,S003,F,True,False,True,Micah Hill,7,True
STU00918,Rowan,Patel,8,S003,X,False,False,True,Rowan Patel,8,True
STU00919,Parker,Chen,7,S003,F,False,True,False,Parker Chen,7,True
STU00920,Emery,Kim,6,S003,M,False,False,True,Emery Kim,6,True
STU00921,Casey,Khan,7,S003,F,True,False,True,Casey Khan,7,True
STU00922,Parker,Anderson,6,S003,F,False,False,True,Parker Anderson,6,True
STU00923,Skyler,Patel,7,S003,M,False,False,True,Skyler Patel,7,True
STU00924,Sage,Smith,7,S003,F,False,False,False,Sage Smith,7,False
STU00925,Rowan,Brown,7,S003,M,False,False,True,Rowan Brown,7,True
STU00926,Jamie,Young,6,S003,F,False,False,True,Jamie Young,6,True
STU00927,Devon,Smith,7,S003,M,False,False,False,Devon Smith,7,False
STU00928,Parker,Walker,8,S003,M,False,True,False,Parker Walker,8,True
STU00929,Logan,Patel,8,S003,F,False,False,False,Logan Patel,8,False
STU00930,Skyler,Johnson,7,S003,M,False,False,True,Skyler Johnson,7,True
STU00931,Noa,Johnson,6,S003,M,True,False,False,Noa Johnson,6,True
STU00932,Reese,Lopez,7,S003,F,False,False,True,Reese Lopez,7,True
STU00933,Rowan,Smith,7,S003,M,False,False,True,Rowan Smith,7,True
STU00934,Harper,Patel,6,S003,F,False,False,True,Harper Patel,6,True
STU00935,Avery,Walker,6,S003,M,False,False,True,Avery Walker,6,True
STU00936,Jamie,Young,6,S003,F,False,False,True,Jamie Young,6,True
STU00937,Micah,Rivera,7,S003,M,True,False,True,Micah Rivera,7,True
STU00938,Riley,Garcia,6,S003,F,False,False,True,Riley Garcia,6,True
STU00939,Skyler,Hill,6,S003,M,True,False,False,Skyler Hill,6,True
STU00940,Skyler,Khan,8,S003,F,False,True,True,Skyler Khan,8,True
STU00941,Jamie,Chen,7,S003,M,True,False,True,Jamie Chen,7,True
STU00942,Morgan,Johnson,7,S003,F,False,False,False,Morgan Johnson,7,False
STU00943,Devon,Wilson,7,S003,M,True,False,True,Devon Wilson,7,True
STU00944,Jamie,Lee,6,S003,M,False,False,False,Jamie Lee,6,False
STU00945,Riley,Johnson,8,S003,M,False,False,True,Riley Johnson,8,True
STU00946,Jamie,Rivera,8,S003,M,False,False,True,Jamie Rivera,8,True
STU00947,Sage,Brown,6,S003,F,True,False,True,Sage Brown,6,True
STU00948,Jamie,Garcia,6,S003,F,False,False,False,Jamie Garcia,6,False
STU00949,Rowan,Wilson,6,S003,F,True,False,True,Rowan Wilson,6,True
STU00950,Sage,Smith,7,S003,M,True,True,True,Sage Smith,7,True
STU00951,Rowan,Young,8,S003,F,False,False,False,Rowan Young,8,False
STU00952,Avery,Young,6,S003,F,False,False,False,Avery Young,6,False
STU00953,Casey,Brown,8,S003,F,False,False,True,Casey Brown,8,True
STU00954,Riley,Lopez,6,S003,F,False,False,True,Riley Lopez,6,True
STU00955,Morgan,Lee,7,S003,M,False,True,True,Morgan Lee,7,True
STU00956,Avery,Chen,6,S003,M,False,False,True,Avery Chen,6,True
STU00957,Rowan,Lee,8,S003,M,False,False,False,Rowan Lee,8,False
STU00958,Logan,Brown,6,S003,F,False,False,False,Logan Brown,6,False
STU00959,Sage,Martinez,6,S003,M,False,False,True,Sage Martinez,6,True
STU00960,Parker,Rivera,8,S003,M,False,False,False,Parker Rivera,8,False
STU00961,Parker,Lopez,8,S003,X,False,False,True,Parker Lopez,8,True
STU00962,Casey,Rivera,6,S003,M,False,False,True,Casey Rivera,6,True
STU00963,Rowan,Lee,7,S003,M,False,False,False,Rowan Lee,7,False
STU00964,Finley,Patel,8,S003,F,True,False,False,Finley Patel,8,True
STU00965,Jamie,Lee,8,S003,F,False,False,True,Jamie Lee,8,True
STU00966,Parker,Johnson,7,S003,F,False,False,True,Parker Johnson,7,True
STU00967,Finley,Thomas,6,S003,F,True,False,True,Finley Thomas,6,True
STU00968,Kai,Lopez,7,S003,F,False,False,True,Kai Lopez,7,True
STU00969,Riley,Lee,7,S003,M,False,False,True,Riley Lee,7,True
STU00970,Reese,Rivera,6,S003,M,False,False,True,Reese Rivera,6,True
STU00971,Kai,Lopez,6,S003,M,False,False,True,Kai Lopez,6,True
STU00972,Harper,Nguyen,8,S003,M,False,False,True,Harper Nguyen,8,True
STU00973,Jamie,Rivera,8,S003,M,False,False,False,Jamie Rivera,8,False
STU00974,Emery,Thomas,8,S003,M,False,False,False,Emery Thomas,8,False
STU00975,Rowan,Thomas,6,S003,M,False,True,True,Rowan Thomas,6,True
STU00976,Kai,Young,7,S003,M,False,False,False,Kai Young,7,False
STU00977,Logan,Nguyen,6,S003,F,False,True,False,Logan Nguyen,6,True
STU00978,Jordan,Thomas,6,S003,M,False,False,True,Jordan Thomas,6,True
STU00979,Logan,Patel,7,S003,M,False,False,True,Logan Patel,7,True
STU00980,Jordan,Rivera,6,S003,F,False,False,False,Jordan Rivera,6,False
STU00981,Reese,Davis,6,S003,M,False,False,True,Reese Davis,6,True
STU00982,Skyler,Lopez,7,S003,F,False,True,False,Skyler Lopez,7,True
STU00983,Morgan,Anderson,6,S003,F,False,False,True,Morgan Anderson,6,True
STU00984,Casey,Johnson,7,S003,F,False,False,False,Casey Johnson,7,False
STU00985,Skyler,Wilson,8,S003,M,False,True,False,Skyler Wilson,8,True
STU00986,Sage,Smith,6,S003,F,False,False,False,Sage Smith,6,False
STU00987,Avery,Young,6,S003,M,False,False,False,Avery Young,6,False
STU00988,Riley,Anderson,8,S003,F,False,False,True,Riley Anderson,8,True
STU00989,Jamie,Kim,7,S003,M,False,False,True,Jamie Kim,7,True
STU00990,Jordan,Smith,6,S003,M,False,False,False,Jordan Smith,6,False
STU00991,Quinn,Patel,7,S003,F,False,False,True,Quinn Patel,7,True
STU00992,Avery,Wilson,8,S003,M,False,False,False,Avery Wilson,8,False
STU00993,Casey,Nguyen,6,S003,F,True,False,True,Casey Nguyen,6,True
STU00994,Avery,Smith,7,S003,M,True,False,False,Avery Smith,7,True
STU00995,Riley,Young,7,S003,F,False,True,False,Riley Young,7,True
STU00996,Kai,Patel,7,S003,M,True,False,True,Kai Patel,7,True
STU00997,Reese,Thomas,7,S003,F,True,False,True,Reese Thomas,7,True
STU00998,Avery,Walker,8,S003,M,False,False,True,Avery Walker,8,True
STU00999,Jamie,Lee,7,S003,M,False,False,False,Jamie Lee,7,False
STU01000,Devon,Kim,6,S003,M,False,True,True,Devon Kim,6,True
STU01001,Casey,Anderson,8,S003,F,False,False,True,Casey Anderson,8,True
STU01002,Avery,Johnson,7,S003,F,False,False,True,Avery Johnson,7,True
STU01003,Emery,Garcia,7,S003,F,True,False,True,Emery Garcia,7,True
STU01004,Sage,Johnson,7,S003,F,False,False,True,Sage Johnson,7,True
STU01005,Rowan,Martinez,6,S003,F,False,False,True,Rowan Martinez,6,True
STU01006,Riley,Hill,8,S003,M,False,False,True,Riley Hill,8,True
STU01007,Skyler,Davis,8,S003,M,False,False,True,Skyler Davis,8,True
STU01008,Jamie,Nguyen,8,S003,M,False,False,False,Jamie Nguyen,8,False
STU01009,Reese,Wilson,6,S003,M,False,False,True,Reese Wilson,6,True
STU01010,Micah,Kim,6,S003,F,False,False,False,Micah Kim,6,False
STU01011,Micah,Walker,6,S003,F,False,False,False,Micah Walker,6,False
STU01012,Quinn,Brown,6,S003,F,False,False,True,Quinn Brown,6,True
STU01013,Harper,Walker,7,S003,F,False,False,True,Harper Walker,7,True
STU01014,Harper,Lee,6,S003,M,False,True,False,Harper Lee,6,True
STU01015,Harper,Patel,7,S003,M,False,False,True,Harper Patel,7,True
STU01016,Parker,Khan,8,S003,M,False,False,True,Parker Khan,8,True
STU01017,Sage,Young,7,S003,F,False,False,True,Sage Young,7,True
STU01018,Noa,Wilson,7,S003,M,False,False,False,Noa Wilson,7,False
STU01019,Sage,Hill,7,S003,F,False,False,False,Sage Hill,7,False
STU01020,Rowan,Wilson,7,S003,F,False,False,False,Rowan Wilson,7,False
STU01021,Avery,Martinez,7,S003,F,False,False,True,Avery Martinez,7,True
STU01022,Casey,Davis,8,S003,M,False,True,True,Casey Davis,8,True
STU01023,Skyler,Lee,6,S003,M,True,False,False,Skyler Lee,6,True
STU01024,Finley,Rivera,7,S003,F,False,False,True,Finley Rivera,7,True
STU01025,Rowan,Johnson,8,S003,F,False,False,False,Rowan Johnson,8,False
STU01026,Sage,Nguyen,6,S003,M,False,False,False,Sage Nguyen,6,False
STU01027,Devon,Kim,6,S003,F,False,True,True,Devon Kim,6,True
STU01028,Quinn,Johnson,7,S003,M,False,False,True,Quinn Johnson,7,True
STU01029,Quinn,Hill,7,S003,M,False,False,False,Quinn Hill,7,False
STU01030,Jamie,Davis,6,S003,F,False,False,True,Jamie Davis,6,True
STU01031,Harper,Young,8,S003,M,False,False,False,Harper Young,8,False
STU01032,Reese,Walker,6,S003,F,False,False,False,Reese Walker,6,False
STU01033,Casey,Hill,7,S003,M,False,False,True,Casey Hill,7,True
STU01034,Micah,Johnson,7,S003,M,False,True,True,Micah Johnson,7,True
STU01035,Casey,Hill,7,S003,M,False,True,False,Casey Hill,7,True
STU01036,Emery,Walker,8,S003,M,False,True,False,Emery Walker,8,True
STU01037,Micah,Wilson,8,S003,M,True,True,False,Micah Wilson,8,True
