student_id,student_name,grade_label,district_name,school_name,subject_id,fall_score,spring_score,scaled_growth,percentile_change,fall_band,spring_band,growth_flag
STU00635,Jamie Rivera,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,478.5,459.3,-19.2,-8,At/Above Benchmark,At/Above Benchmark,Declining
STU00635,Jamie Rivera,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,158.3,175.1,16.8,-2,Intervention,Intervention,On Track
STU00636,Emery Anderson,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,509.6,574.3,64.7,1,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00636,Emery Anderson,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,189.0,273.0,84.0,12,On Watch,On Watch,Strong Growth
STU00637,Devon Davis,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,179.1,339.4,160.3,28,Intervention,On Watch,Strong Growth
STU00637,Devon Davis,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,388.0,345.4,-42.6,-9,At/Above Benchmark,On Watch,Declining
STU00638,Parker Khan,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,784.3,923.0,138.7,25,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00638,Parker Khan,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,613.1,715.2,102.1,25,Intervention,At/Above Benchmark,Strong Growth
STU00639,Quinn Lee,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,600.4,718.6,118.2,9,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00639,Quinn Lee,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,549.0,582.7,33.7,25,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00640,Micah Rivera,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,702.2,801.7,99.5,25,On Watch,At/Above Benchmark,Strong Growth
STU00640,Micah Rivera,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,496.4,488.0,-8.4,-12,Intervention,Intervention,Declining
STU00641,Emery Anderson,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,383.8,411.8,28.0,5,On Watch,On Watch,On Track
STU00641,Emery Anderson,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,408.3,610.5,202.2,39,On Watch,At/Above Benchmark,Strong Growth
STU00642,Harper Smith,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,720.4,772.4,52.0,4,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00642,Harper Smith,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,749.8,680.8,-69.0,-2,At/Above Benchmark,At/Above Benchmark,Declining
STU00643,Avery Nguyen,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,700.1,785.3,85.2,17,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00643,Avery Nguyen,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,650.1,812.8,162.7,27,On Watch,At/Above Benchmark,Strong Growth
STU00644,Jamie Wilson,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,717.3,678.4,-38.9,-1,At/Above Benchmark,At/Above Benchmark,Declining
STU00644,Jamie Wilson,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,241.5,424.3,182.8,37,Intervention,At/Above Benchmark,Strong Growth
STU00645,Micah Davis,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,510.0,488.9,-21.1,-1,At/Above Benchmark,At/Above Benchmark,Declining
STU00645,Micah Davis,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,428.6,568.5,139.9,22,On Watch,At/Above Benchmark,Strong Growth
STU00646,Casey Smith,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,54.1,50.0,-4.1,0,Urgent Intervention,Urgent Intervention,Flat
STU00646,Casey Smith,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,449.2,546.8,97.6,7,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00647,Emery Kim,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,50.0,50.0,0.0,-12,Intervention,Intervention,Flat
STU00647,Emery Kim,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,361.2,431.0,69.8,21,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00648,Rowan Lee,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,307.1,326.2,19.1,6,On Watch,At/Above Benchmark,On Track
STU00648,Rowan Lee,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,220.0,353.4,133.4,13,On Watch,At/Above Benchmark,Strong Growth
STU00649,Parker Lopez,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,197.9,279.4,81.5,12,On Watch,On Watch,Strong Growth
STU00649,Parker Lopez,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,314.7,396.8,82.1,20,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00650,Casey Rivera,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,674.7,727.3,52.6,-6,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00650,Casey Rivera,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,859.8,810.3,-49.5,-5,At/Above Benchmark,At/Above Benchmark,Declining
STU00651,Devon Smith,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,533.3,557.4,24.1,-1,At/Above Benchmark,At/Above Benchmark,On Track
STU00651,Devon Smith,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,466.6,506.0,39.4,-9,At/Above Benchmark,On Watch,Strong Growth
STU00652,Finley Rivera,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,680.4,728.2,47.8,9,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00652,Finley Rivera,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,522.6,698.1,175.5,24,On Watch,At/Above Benchmark,Strong Growth
STU00653,Devon Smith,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,937.1,981.5,44.4,-2,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00653,Devon Smith,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,740.8,927.6,186.8,23,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00654,Morgan Chen,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,288.1,362.9,74.8,18,Intervention,On Watch,Strong Growth
STU00654,Morgan Chen,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,318.9,359.6,40.7,8,On Watch,At/Above Benchmark,Strong Growth
STU00655,Micah Lopez,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,768.8,789.1,20.3,4,At/Above Benchmark,At/Above Benchmark,On Track
STU00655,Micah Lopez,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,788.1,885.6,97.5,16,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00656,Parker Patel,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,699.3,801.2,101.9,23,On Watch,At/Above Benchmark,Strong Growth
STU00656,Parker Patel,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,872.8,944.3,71.5,18,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00657,Casey Kim,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,535.5,632.7,97.2,8,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00657,Casey Kim,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,696.3,711.8,15.5,8,At/Above Benchmark,At/Above Benchmark,On Track
STU00658,Noa Anderson,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,409.5,547.9,138.4,22,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00658,Noa Anderson,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,343.6,399.4,55.8,8,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00659,Parker Lee,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,313.9,276.1,-37.8,3,On Watch,At/Above Benchmark,Declining
STU00659,Parker Lee,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,369.0,421.3,52.3,4,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00660,Skyler Wilson,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,557.7,548.4,-9.3,12,At/Above Benchmark,At/Above Benchmark,Declining
STU00660,Skyler Wilson,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,606.7,620.0,13.3,6,At/Above Benchmark,At/Above Benchmark,On Track
STU00661,Riley Rivera,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,397.2,240.6,-156.6,-21,At/Above Benchmark,On Watch,Declining
STU00661,Riley Rivera,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,321.4,332.9,11.5,1,At/Above Benchmark,At/Above Benchmark,On Track
STU00662,Reese Chen,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,618.0,683.5,65.5,10,On Watch,On Watch,Strong Growth
STU00662,Reese Chen,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,823.0,927.7,104.7,11,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00663,Avery Smith,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,592.4,559.7,-32.7,-10,At/Above Benchmark,At/Above Benchmark,Declining
STU00663,Avery Smith,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,180.8,318.9,138.1,4,Urgent Intervention,Urgent Intervention,Strong Growth
STU00664,Morgan Brown,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,686.8,848.3,161.5,17,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00664,Morgan Brown,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,486.8,560.4,73.6,15,On Watch,At/Above Benchmark,Strong Growth
STU00665,Skyler Lee,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,793.1,958.5,165.4,19,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00665,Skyler Lee,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,521.0,577.5,56.5,12,Intervention,On Watch,Strong Growth
STU00666,Harper Walker,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,323.9,408.5,84.6,14,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00666,Harper Walker,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,313.6,460.3,146.7,29,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00667,Harper Brown,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,267.4,110.9,-156.5,-41,At/Above Benchmark,Urgent Intervention,Declining
STU00667,Harper Brown,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,406.5,434.7,28.2,0,At/Above Benchmark,At/Above Benchmark,On Track
STU00668,Riley Wilson,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,444.6,575.9,131.3,20,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00668,Riley Wilson,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,413.2,548.3,135.1,23,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00669,Kai Rivera,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,824.0,1000.2,176.2,21,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00669,Kai Rivera,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,841.9,939.9,98.0,15,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00670,Jordan Khan,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,714.1,772.3,58.2,11,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00670,Jordan Khan,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,713.3,636.7,-76.6,-17,At/Above Benchmark,On Watch,Declining
STU00671,Jordan Wilson,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,617.4,492.5,-124.9,-18,At/Above Benchmark,On Watch,Declining
STU00671,Jordan Wilson,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,518.9,565.3,46.4,6,On Watch,At/Above Benchmark,Strong Growth
STU00672,Morgan Anderson,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,436.0,457.6,21.6,3,On Watch,At/Above Benchmark,On Track
STU00672,Morgan Anderson,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,451.4,416.4,-35.0,2,At/Above Benchmark,At/Above Benchmark,Declining
STU00673,Quinn Wilson,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,325.4,371.7,46.3,16,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00673,Quinn Wilson,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,292.7,377.8,85.1,11,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00674,Rowan Wilson,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,50.0,50.0,0.0,-5,Intervention,Intervention,Flat
STU00674,Rowan Wilson,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,394.7,440.5,45.8,5,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00675,Harper Chen,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,291.7,238.5,-53.2,-9,On Watch,On Watch,Declining
STU00675,Harper Chen,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,605.2,699.4,94.2,14,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00676,Reese Rivera,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,486.0,634.2,148.2,15,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00676,Reese Rivera,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,203.4,113.6,-89.8,-11,Intervention,Intervention,Declining
STU00677,Noa Wilson,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,935.1,1017.8,82.7,12,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00677,Noa Wilson,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,421.8,577.8,156.0,28,Intervention,At/Above Benchmark,Strong Growth
STU00678,Jamie Chen,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,651.7,650.8,-0.9,1,At/Above Benchmark,At/Above Benchmark,Flat
STU00678,Jamie Chen,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,427.1,462.9,35.8,-1,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00679,Kai Lee,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,234.0,406.8,172.8,14,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00679,Kai Lee,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,262.1,383.7,121.6,14,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00680,Jamie Hill,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,545.4,651.3,105.9,19,Intervention,On Watch,Strong Growth
STU00680,Jamie Hill,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,749.8,923.7,173.9,14,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00681,Morgan Martinez,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,574.2,640.6,66.4,11,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00681,Morgan Martinez,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,522.4,455.7,-66.7,-5,At/Above Benchmark,At/Above Benchmark,Declining
STU00682,Morgan Kim,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,418.4,369.2,-49.2,-18,At/Above Benchmark,At/Above Benchmark,Declining
STU00682,Morgan Kim,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,234.0,423.5,189.5,23,On Watch,At/Above Benchmark,Strong Growth
STU00683,Emery Rivera,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,437.8,494.8,57.0,-4,On Watch,On Watch,Strong Growth
STU00683,Emery Rivera,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,739.1,733.6,-5.5,4,At/Above Benchmark,At/Above Benchmark,Declining
STU00684,Quinn Kim,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,362.8,452.8,90.0,16,On Watch,At/Above Benchmark,Strong Growth
STU00684,Quinn Kim,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,257.6,277.2,19.6,9,Intervention,On Watch,On Track
STU00685,Jordan Lopez,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,492.1,524.1,32.0,12,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00685,Jordan Lopez,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,94.3,110.4,16.1,6,Urgent Intervention,Intervention,On Track
STU00686,Morgan Thomas,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,157.6,292.0,134.4,9,Intervention,On Watch,Strong Growth
STU00686,Morgan Thomas,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,373.4,479.5,106.1,17,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00687,Logan Martinez,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,559.9,579.9,20.0,-3,At/Above Benchmark,At/Above Benchmark,On Track
STU00687,Logan Martinez,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,457.5,478.8,21.3,2,At/Above Benchmark,At/Above Benchmark,On Track
STU00688,Riley Hill,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,777.9,750.6,-27.3,-5,At/Above Benchmark,At/Above Benchmark,Declining
STU00688,Riley Hill,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,497.6,553.2,55.6,22,On Watch,At/Above Benchmark,Strong Growth
STU00689,Emery Thomas,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,387.7,502.9,115.2,34,On Watch,At/Above Benchmark,Strong Growth
STU00689,Emery Thomas,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,401.9,349.9,-52.0,-12,At/Above Benchmark,On Watch,Declining
STU00690,Avery Patel,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,894.6,789.3,-105.3,-16,At/Above Benchmark,At/Above Benchmark,Declining
STU00690,Avery Patel,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,555.8,712.3,156.5,17,On Watch,At/Above Benchmark,Strong Growth
STU00691,Harper Lee,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,303.6,447.9,144.3,22,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00691,Harper Lee,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,173.1,257.0,83.9,4,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00692,Quinn Patel,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,842.5,819.0,-23.5,4,At/Above Benchmark,At/Above Benchmark,Declining
STU00692,Quinn Patel,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,228.5,306.8,78.3,0,Intervention,Intervention,Strong Growth
STU00693,Harper Rivera,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,465.3,532.8,67.5,10,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00693,Harper Rivera,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,143.5,290.3,146.8,16,Intervention,On Watch,Strong Growth
STU00694,Micah Wilson,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,657.0,639.7,-17.3,-3,At/Above Benchmark,At/Above Benchmark,Declining
STU00694,Micah Wilson,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,550.7,462.7,-88.0,-9,At/Above Benchmark,On Watch,Declining
STU00695,Quinn Smith,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,365.7,459.8,94.1,2,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00695,Quinn Smith,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,337.6,426.6,89.0,13,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00696,Reese Nguyen,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,484.1,552.2,68.1,1,On Watch,On Watch,Strong Growth
STU00696,Reese Nguyen,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,407.0,555.7,148.7,18,Intervention,At/Above Benchmark,Strong Growth
STU00697,Noa Anderson,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,553.5,718.7,165.2,30,On Watch,At/Above Benchmark,Strong Growth
STU00697,Noa Anderson,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,654.0,754.9,100.9,14,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00698,Quinn Kim,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,485.0,514.1,29.1,20,On Watch,At/Above Benchmark,On Track
STU00698,Quinn Kim,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,581.6,685.9,104.3,15,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00699,Quinn Brown,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,468.0,382.9,-85.1,-5,At/Above Benchmark,On Watch,Declining
STU00699,Quinn Brown,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,380.1,528.3,148.2,14,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00700,Micah Lee,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,713.2,908.2,195.0,26,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00700,Micah Lee,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,636.0,637.9,1.9,-2,At/Above Benchmark,At/Above Benchmark,Flat
STU00701,Rowan Lee,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,433.2,465.7,32.5,7,On Watch,At/Above Benchmark,Strong Growth
STU00701,Rowan Lee,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,469.2,559.6,90.4,6,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00702,Devon Chen,1,Riverside Unified,Oak Ridge Elementary,SUBJ_R,194.7,218.9,24.2,6,On Watch,On Watch,On Track
STU00702,Devon Chen,1,Riverside Unified,Oak Ridge Elementary,SUBJ_M,226.7,184.9,-41.8,-6,On Watch,On Watch,Declining
STU00703,Avery Walker,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,607.3,687.4,80.1,-5,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00703,Avery Walker,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,637.8,744.5,106.7,7,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00704,Avery Kim,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,560.3,643.8,83.5,-5,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00704,Avery Kim,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,703.1,848.4,145.3,16,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00705,Riley Chen,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,398.1,342.7,-55.4,-16,At/Above Benchmark,At/Above Benchmark,Declining
STU00705,Riley Chen,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,315.5,375.7,60.2,7,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00706,Riley Nguyen,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,273.4,198.1,-75.3,-19,At/Above Benchmark,On Watch,Declining
STU00706,Riley Nguyen,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,271.0,409.3,138.3,26,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00707,Sage Kim,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,960.6,1005.0,44.4,18,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00707,Sage Kim,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,822.3,855.3,33.0,3,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00708,Rowan Kim,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,611.9,783.1,171.2,38,Intervention,At/Above Benchmark,Strong Growth
STU00708,Rowan Kim,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,553.9,680.8,126.9,11,On Watch,On Watch,Strong Growth
STU00709,Noa Young,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,730.6,728.1,-2.5,-2,At/Above Benchmark,At/Above Benchmark,Flat
STU00709,Noa Young,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,770.6,901.1,130.5,13,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00710,Rowan Smith,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,307.3,457.4,150.1,27,Intervention,On Watch,Strong Growth
STU00710,Rowan Smith,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,402.9,430.0,27.1,4,On Watch,At/Above Benchmark,On Track
STU00711,Harper Garcia,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,699.0,742.6,43.6,8,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00711,Harper Garcia,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,460.8,558.6,97.8,9,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00712,Avery Martinez,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,482.8,473.2,-9.6,6,On Watch,On Watch,Declining
STU00712,Avery Martinez,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,474.3,543.1,68.8,5,On Watch,On Watch,Strong Growth
STU00713,Emery Young,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,584.6,679.1,94.5,15,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00713,Emery Young,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,519.5,496.8,-22.7,-7,At/Above Benchmark,At/Above Benchmark,Declining
STU00714,Casey Lopez,3,Riverside Unified,Oak Ridge Elementary,SUBJ_R,403.5,468.1,64.6,4,On Watch,On Watch,Strong Growth
STU00714,Casey Lopez,3,Riverside Unified,Oak Ridge Elementary,SUBJ_M,457.4,594.8,137.4,18,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00715,Logan Garcia,4,Riverside Unified,Oak Ridge Elementary,SUBJ_R,710.3,630.3,-80.0,-27,At/Above Benchmark,At/Above Benchmark,Declining
STU00715,Logan Garcia,4,Riverside Unified,Oak Ridge Elementary,SUBJ_M,562.9,586.6,23.7,2,At/Above Benchmark,At/Above Benchmark,On Track
STU00716,Jamie Nguyen,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,127.5,226.6,99.1,4,On Watch,On Watch,Strong Growth
STU00716,Jamie Nguyen,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,50.0,50.0,0.0,4,Intervention,On Watch,Flat
STU00717,Sage Rivera,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,581.1,598.2,17.1,6,At/Above Benchmark,At/Above Benchmark,On Track
STU00717,Sage Rivera,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,396.8,473.0,76.2,5,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00718,Logan Johnson,K,Riverside Unified,Oak Ridge Elementary,SUBJ_R,307.2,371.5,64.3,8,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00718,Logan Johnson,K,Riverside Unified,Oak Ridge Elementary,SUBJ_M,163.7,323.2,159.5,36,On Watch,At/Above Benchmark,Strong Growth
STU00719,Quinn Smith,5,Riverside Unified,Oak Ridge Elementary,SUBJ_R,777.1,836.5,59.4,2,At/Above Benchmark,At/Above Benchmark,Strong Growth
STU00719,Quinn Smith,5,Riverside Unified,Oak Ridge Elementary,SUBJ_M,792.4,758.0,-34.4,-6,At/Above Benchmark,At/Above Benchmark,Declining
STU00720,Avery Wilson,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,407.0,400.4,-6.6,-6,At/Above Benchmark,On Watch,Declining
STU00720,Avery Wilson,2,Riverside Unified,Oak Ridge Elementary,SUBJ_M,414.7,429.9,15.2,5,At/Above Benchmark,At/Above Benchmark,On Track
STU00721,Skyler Lee,2,Riverside Unified,Oak Ridge Elementary,SUBJ_R,259.1,374.0,114.9,11,Intervention,On Watch,Strong Growth
