student_id,first_name,last_name,grade_level,school_id,gender,ell_flag,iep_flag,frl_flag
STU00519,Devon,Anderson,4,S002,F,False,False,False
STU00520,Quinn,Young,2,S002,M,False,False,True
STU00521,Rowan,Thomas,5,S002,F,True,False,True
STU00522,Logan,Davis,3,S002,M,False,True,False
STU00523,Sage,Nguyen,5,S002,F,True,False,True
STU00524,Riley,Davis,0,S002,M,True,False,True
STU00525,Emery,Lopez,1,S002,M,False,True,False
STU00526,Devon,Smith,1,S002,F,True,False,False
STU00527,Finley,Lee,3,S002,F,False,False,False
STU00528,Reese,Davis,5,S002,F,False,False,False
STU00529,Devon,Thomas,2,S002,M,True,False,False
STU00530,Finley,Khan,3,S002,F,False,False,True
STU00531,Casey,Chen,1,S002,M,True,False,False
STU00532,Reese,Nguyen,1,S002,F,False,True,False
STU00533,Harper,Davis,1,S002,F,False,False,True
STU00534,Noa,Wilson,3,S002,M,False,False,True
STU00535,Jordan,Young,4,S002,F,False,False,False
STU00536,Parker,Johnson,1,S002,F,False,False,False
STU00537,Parker,Anderson,0,S002,F,False,False,False
STU00538,Kai,Lee,5,S002,F,True,True,True
STU00539,Noa,Smith,4,S002,M,True,False,True
STU00540,Noa,Lee,4,S002,F,False,False,True
STU00541,Sage,Johnson,1,S002,F,False,False,False
STU00542,Casey,Thomas,3,S002,M,False,False,False
STU00543,Quinn,Khan,4,S002,M,True,False,True
STU00544,Parker,Lee,0,S002,F,False,False,False
STU00545,Skyler,Young,0,S002,M,False,False,True
STU00546,Micah,Hill,3,S002,F,False,False,True
STU00547,Jamie,Garcia,1,S002,M,False,True,True
STU00548,Kai,Rivera,0,S002,F,False,False,False
STU00549,Quinn,Walker,3,S002,M,True,False,True
STU00550,Devon,Brown,4,S002,M,False,False,True
STU00551,Riley,Brown,2,S002,M,False,False,False
STU00552,Devon,Garcia,1,S002,F,False,False,False
STU00553,Finley,Young,4,S002,F,False,False,False
STU00554,Harper,Rivera,0,S002,F,False,False,True
STU00555,Finley,Thomas,1,S002,F,False,True,False
STU00556,Avery,Rivera,5,S002,M,False,False,True
STU00557,Morgan,Lee,5,S002,M,False,False,False
STU00558,Skyler,Brown,1,S002,F,False,False,False
STU00559,Rowan,Lopez,0,S002,M,False,False,False
STU00560,Avery,Young,0,S002,F,False,False,True
STU00561,Morgan,Patel,1,S002,M,False,False,True
STU00562,Noa,Patel,0,S002,F,False,False,False
STU00563,Noa,Johnson,1,S002,M,False,True,True
STU00564,Skyler,Brown,5,S002,F,False,False,True
STU00565,Parker,Khan,0,S002,M,False,False,False
STU00566,Rowan,Johnson,4,S002,M,False,False,False
STU00567,Harper,Nguyen,3,S002,M,True,False,True
STU00568,Parker,Kim,2,S002,F,False,False,True
STU00569,Casey,Thomas,0,S002,M,True,False,False
STU00570,Riley,Davis,1,S002,M,True,True,False
STU00571,Kai,Wilson,3,S002,F,False,False,True
STU00572,Reese,Johnson,5,S002,X,True,False,False
STU00573,Jamie,Garcia,0,S002,M,False,True,False
STU00574,Skyler,Brown,4,S002,F,False,False,True
STU00575,Jordan,Rivera,5,S002,F,False,False,True
STU00576,Jordan,Khan,5,S002,M,False,True,True
STU00577,Jordan,Chen,3,S002,X,False,False,False
STU00578,Sage,Thomas,3,S002,F,False,False,True
STU00579,Emery,Anderson,0,S002,F,False,False,True
STU00580,Parker,Garcia,5,S002,M,False,False,True
STU00581,Casey,Anderson,1,S002,M,False,False,True
STU00582,Quinn,Wilson,0,S002,F,True,False,False
STU00583,Noa,Chen,1,S002,M,False,False,True
STU00584,Morgan,Garcia,5,S002,F,True,False,False
STU00585,Kai,Hill,5,S002,F,False,False,True
STU00586,Logan,Kim,3,S002,F,False,False,False
STU00587,Harper,Johnson,1,S002,M,False,False,False
STU00588,Skyler,Martinez,0,S002,F,True,False,True
STU00589,Casey,Nguyen,3,S002,M,False,False,True
STU00590,Harper,Walker,0,S002,M,False,False,True
STU00591,Reese,Kim,5,S002,M,False,False,False
STU00592,Emery,Wilson,2,S002,F,False,True,False
STU00593,Riley,Chen,0,S002,M,True,True,False
STU00594,Quinn,Garcia,1,S002,F,False,False,True
STU00595,Kai,Lopez,5,S002,F,False,False,False
STU00596,Harper,Khan,5,S002,M,False,False,False
STU00597,Skyler,Hill,0,S002,M,True,False,True
STU00598,Casey,Johnson,0,S002,M,False,False,True
STU00599,Rowan,Martinez,0,S002,M,False,False,True
STU00600,Avery,Hill,2,S002,M,False,False,True
STU00601,Noa,Martinez,0,S002,F,False,False,True
STU00602,Noa,Garcia,1,S002,F,False,True,False
STU00603,Noa,Lee,4,S002,M,False,True,False
STU00604,Micah,Smith,3,S002,F,False,True,True
STU00605,Jamie,Smith,4,S002,M,False,False,False
STU00606,Micah,Lee,4,S002,F,False,False,True
STU00607,Morgan,Martinez,0,S002,F,False,False,True
STU00608,Noa,Lee,2,S002,F,False,False,True
STU00609,Emery,Martinez,4,S002,M,False,False,True
STU00610,Micah,Nguyen,4,S002,F,True,False,True
STU00611,Devon,Wilson,1,S002,F,False,False,True
STU00612,Casey,Lopez,3,S002,M,False,False,True
STU00613,Harper,Lopez,3,S002,F,False,False,True
STU00614,Micah,Walker,3,S002,F,False,False,True
STU00615,Noa,Lee,3,S002,M,False,False,False
STU00616,Harper,Wilson,2,S002,F,False,False,False
STU00617,Rowan,Smith,3,S002,F,False,False,True
STU00618,Morgan,Khan,1,S002,M,True,True,False
STU00619,Finley,Walker,2,S002,M,False,False,False
STU00620,Logan,Chen,0,S002,M,False,False,True
STU00621,Harper,Hill,4,S002,M,True,False,True
STU00622,Rowan,Anderson,0,S002,M,True,False,False
STU00623,Skyler,Kim,2,S002,F,True,False,True
STU00624,Micah,Walker,3,S002,M,False,False,False
STU00625,Parker,Davis,5,S002,F,False,False,True
STU00626,Rowan,Nguyen,1,S002,M,False,False,True
STU00627,Devon,Smith,5,S002,F,False,False,True
STU00628,Noa,Chen,5,S002,M,False,True,True
STU00629,Parker,Anderson,0,S002,M,False,True,False
STU00630,Quinn,Martinez,4,S002,M,True,False,False
STU00631,Kai,Garcia,0,S002,F,False,False,True
STU00632,Emery,Davis,3,S002,M,False,False,True
STU00633,Logan,Davis,4,S002,M,False,False,False
STU00634,Jordan,Chen,5,S002,M,False,False,False
STU00635,Jamie,Rivera,1,S002,M,False,True,False
STU00636,Emery,Anderson,1,S002,F,False,False,False
STU00637,Devon,Davis,2,S002,F,False,True,False
STU00638,Parker,Khan,5,S002,M,False,False,False
STU00639,Quinn,Lee,2,S002,M,False,False,False
STU00640,Micah,Rivera,5,S002,M,False,False,False
STU00641,Emery,Anderson,3,S002,F,False,False,True
STU00642,Harper,Smith,5,S002,F,False,False,True
STU00643,Avery,Nguyen,5,S002,F,False,False,True
STU00644,Jamie,Wilson,2,S002,F,False,False,False
STU00645,Micah,Davis,3,S002,F,False,False,False
STU00646,Casey,Smith,1,S002,M,False,False,True
STU00647,Emery,Kim,0,S002,M,False,False,False
STU00648,Rowan,Lee,1,S002,M,False,False,True
STU00649,Parker,Lopez,1,S002,M,False,False,True
STU00650,Casey,Rivera,4,S002,F,False,False,True
STU00651,Devon,Smith,3,S002,F,False,True,False
STU00652,Finley,Rivera,4,S002,F,False,False,False
STU00653,Devon,Smith,5,S002,M,False,False,True
STU00654,Morgan,Chen,2,S002,F,True,False,False
STU00655,Micah,Lopez,4,S002,F,False,False,True
STU00656,Parker,Patel,5,S002,M,True,False,True
STU00657,Casey,Kim,3,S002,M,False,False,False
STU00658,Noa,Anderson,1,S002,M,False,False,True
STU00659,Parker,Lee,1,S002,F,False,False,False
STU00660,Skyler,Wilson,3,S002,M,False,False,True
STU00661,Riley,Rivera,1,S002,M,False,False,True
STU00662,Reese,Chen,5,S002,F,False,False,True
STU00663,Avery,Smith,4,S002,F,True,False,True
STU00664,Morgan,Brown,4,S002,F,False,False,True
STU00665,Skyler,Lee,5,S002,F,True,False,True
STU00666,Harper,Walker,1,S002,F,False,False,False
STU00667,Harper,Brown,1,S002,F,False,True,True
STU00668,Riley,Wilson,1,S002,F,False,False,True
STU00669,Kai,Rivera,5,S002,F,False,False,True
STU00670,Jordan,Khan,5,S002,F,False,False,True
STU00671,Jordan,Wilson,4,S002,M,False,False,True
STU00672,Morgan,Anderson,2,S002,F,False,False,True
STU00673,Quinn,Wilson,1,S002,F,False,False,True
STU00674,Rowan,Wilson,0,S002,M,True,False,True
STU00675,Harper,Chen,1,S002,M,False,False,False
STU00676,Reese,Rivera,2,S002,M,False,False,False
STU00677,Noa,Wilson,4,S002,M,False,False,True
STU00678,Jamie,Chen,2,S002,M,False,False,False
STU00679,Kai,Lee,0,S002,M,False,False,True
STU00680,Jamie,Hill,5,S002,F,False,False,True
STU00681,Morgan,Martinez,3,S002,M,False,True,False
STU00682,Morgan,Kim,1,S002,M,False,False,True
STU00683,Emery,Rivera,4,S002,M,False,False,True
STU00684,Quinn,Kim,2,S002,M,False,False,True
STU00685,Jordan,Lopez,2,S002,F,False,False,True
STU00686,Morgan,Thomas,1,S002,M,False,False,False
STU00687,Logan,Martinez,3,S002,M,False,True,False
STU00688,Riley,Hill,4,S002,F,False,False,True
STU00689,Emery,Thomas,2,S002,M,True,False,False
STU00690,Avery,Patel,5,S002,F,True,False,False
STU00691,Harper,Lee,0,S002,M,False,False,True
STU00692,Quinn,Patel,3,S002,F,False,True,True
STU00693,Harper,Rivera,2,S002,M,False,False,True
STU00694,Micah,Wilson,3,S002,F,False,False,True
STU00695,Quinn,Smith,0,S002,M,False,False,False
STU00696,Reese,Nguyen,4,S002,M,False,False,True
STU00697,Noa,Anderson,4,S002,F,False,False,True
STU00698,Quinn,Kim,3,S002,F,False,True,False
STU00699,Quinn,Brown,2,S002,M,False,False,False
STU00700,Micah,Lee,4,S002,M,False,False,True
STU00701,Rowan,Lee,3,S002,F,False,False,True
STU00702,Devon,Chen,1,S002,F,False,True,True
STU00703,Avery,Walker,4,S002,F,False,False,False
STU00704,Avery,Kim,4,S002,M,False,False,True
STU00705,Riley,Chen,0,S002,X,False,True,False
STU00706,Riley,Nguyen,0,S002,F,False,False,False
STU00707,Sage,Kim,5,S002,F,False,False,False
STU00708,Rowan,Kim,5,S002,F,False,False,False
STU00709,Noa,Young,5,S002,F,False,False,True
STU00710,Rowan,Smith,3,S002,M,False,False,True
STU00711,Harper,Garcia,3,S002,M,False,False,True
STU00712,Avery,Martinez,4,S002,M,False,False,True
STU00713,Emery,Young,2,S002,M,False,False,False
STU00714,Casey,Lopez,3,S002,M,False,False,False
STU00715,Logan,Garcia,4,S002,M,False,False,True
STU00716,Jamie,Nguyen,0,S002,M,False,False,False
STU00717,Sage,Rivera,2,S002,F,False,False,False
STU00718,Logan,Johnson,0,S002,M,False,True,False
STU00719,Quinn,Smith,5,S002,M,False,False,True
STU00720,Avery,Wilson,2,S002,X,False,True,True
STU00721,Skyler,Lee,2,S002,M,False,False,True
STU00722,Rowan,Martinez,0,S002,F,False,False,False
STU00723,Riley,Hill,3,S002,F,True,False,True
STU00724,Harper,Smith,3,S002,M,False,True,True
STU00725,Reese,Patel,0,S002,F,True,False,True
STU00726,Jordan,Hill,1,S002,X,False,False,True
STU00727,Skyler,Nguyen,5,S002,F,True,False,True
STU00728,Riley,Johnson,1,S002,M,False,False,True
STU00729,Emery,Wilson,1,S002,M,True,False,False
STU00730,Quinn,Kim,1,S002,F,False,True,False
STU00731,Emery,Anderson,1,S002,F,True,False,True
STU00732,Parker,Johnson,1,S002,F,False,False,False
STU00733,Harper,Thomas,2,S002,F,False,False,True
STU00734,Kai,Anderson,3,S002,M,True,False,True
STU00735,Logan,Lee,4,S002,M,False,False,True
STU00736,Harper,Young,2,S002,F,False,False,True
STU00737,Devon,Garcia,2,S002,M,False,False,True
STU00738,Harper,Chen,4,S002,M,False,False,True
STU00739,Logan,Martinez,2,S002,M,False,False,True
STU00740,Riley,Rivera,5,S002,F,False,False,True
STU00741,Devon,Davis,4,S002,F,False,True,True
STU00742,Rowan,Anderson,3,S002,M,True,False,True
STU00743,Quinn,Kim,2,S002,F,False,False,False
STU00744,Avery,Anderson,4,S002,F,False,True,False
STU00745,Logan,Davis,3,S002,F,False,False,False
STU00746,Skyler,Thomas,1,S002,M,False,False,False
STU00747,Skyler,Lopez,2,S002,F,False,False,False
STU00748,Sage,Lee,5,S002,F,False,False,True
STU00749,Kai,Lopez,2,S002,M,False,False,True
STU00750,Jamie,Hill,1,S002,M,False,False,False
STU00751,Casey,Nguyen,3,S002,F,False,False,False
STU00752,Kai,Anderson,3,S002,F,False,False,True
STU00753,Emery,Garcia,0,S002,M,False,False,False
STU00754,Kai,Nguyen,5,S002,F,False,False,True
STU00755,Harper,Rivera,0,S002,F,False,False,True
STU00756,Sage,Martinez,2,S002,M,True,False,True
STU00757,Sage,Patel,4,S002,M,False,False,True
STU00758,Casey,Anderson,1,S002,F,True,False,False
STU00759,Sage,Walker,3,S002,M,False,False,False
STU00760,Riley,Wilson,5,S002,M,False,False,False
STU00761,Jamie,Rivera,1,S002,M,False,False,False
STU00762,Harper,Smith,0,S002,F,True,False,True
STU00763,Jamie,Hill,2,S002,M,False,False,True
STU00764,Jordan,Walker,3,S002,F,True,False,False
STU00765,Riley,Garcia,5,S002,M,False,False,True
STU00766,Emery,Davis,3,S002,F,False,False,True
STU00767,Riley,Wilson,1,S002,F,False,True,False
STU00768,Quinn,Thomas,3,S002,F,True,False,True
STU00769,Morgan,Wilson,4,S002,M,False,False,True
STU00770,Jamie,Hill,5,S002,F,False,False,True
STU00771,Casey,Martinez,3,S002,M,False,False,False
STU00772,Parker,Chen,2,S002,F,False,False,True
STU00773,Micah,Lopez,2,S002,F,False,False,True
STU00774,Casey,Johnson,0,S002,M,False,True,True
STU00775,Sage,Lee,3,S002,F,False,False,True
STU00776,Emery,Chen,5,S002,M,False,False,False
STU00777,Kai,Nguyen,3,S002,X,False,False,False
STU00778,Jordan,Patel,4,S002,F,False,False,True
STU00779,Jamie,Hill,3,S002,F,False,True,False
STU00780,Noa,Johnson,0,S002,M,False,False,False
STU00781,Jordan,Kim,1,S002,F,False,False,True
STU00782,Morgan,Davis,0,S002,M,False,False,True
STU00783,Jamie,Johnson,1,S002,F,True,True,False
STU00784,Casey,Lopez,5,S002,M,False,False,False
STU00785,Quinn,Rivera,1,S002,F,False,False,False
STU00786,Avery,Walker,4,S002,F,False,False,False
STU00787,Jordan,Chen,4,S002,M,True,False,False
STU00788,Morgan,Young,1,S002,F,False,True,True
STU00789,Logan,Thomas,0,S002,F,True,False,False
STU00790,Micah,Smith,0,S002,F,False,False,False
STU00791,Noa,Hill,2,S002,M,False,False,True
STU00792,Parker,Garcia,4,S002,M,True,False,False
STU00793,Parker,Lee,5,S002,F,False,False,False
STU00794,Noa,Thomas,1,S002,M,False,True,True
STU00795,Reese,Davis,4,S002,F,False,True,True
STU00796,Jordan,Johnson,0,S002,M,False,False,True
STU00797,Micah,Patel,4,S002,M,False,False,True
STU00798,Riley,Chen,0,S002,M,False,False,False
STU00799,Reese,Lee,0,S002,M,False,False,True
STU00800,Emery,Davis,1,S002,F,False,False,False
STU00801,Kai,Rivera,8,S003,F,False,False,False
STU00802,Reese,Young,8,S003,F,False,False,True
STU00803,Jordan,Khan,7,S003,F,False,False,False
STU00804,Noa,Nguyen,8,S003,F,False,False,True
STU00805,Finley,Patel,7,S003,M,False,False,True
STU00806,Riley,Patel,6,S003,F,False,False,False
STU00807,Devon,Khan,6,S003,M,False,False,True
STU00808,Skyler,Lopez,7,S003,F,False,False,False
STU00809,Riley,Young,7,S003,F,False,False,True
STU00810,Riley,Chen,7,S003,M,False,False,False
STU00811,Skyler,Thomas,6,S003,M,True,False,True
STU00812,Harper,Davis,6,S003,F,False,False,True
STU00813,Casey,Brown,7,S003,X,False,False,True
STU00814,Avery,Anderson,7,S003,F,False,False,False
STU00815,Morgan,Anderson,8,S003,M,False,False,False
STU00816,Jamie,Patel,8,S003,M,False,False,True
STU00817,Quinn,Rivera,8,S003,M,False,False,True
STU00818,Avery,Kim,7,S003,F,False,False,False
STU00819,Kai,Davis,6,S003,F,False,False,True
STU00820,Sage,Brown,6,S003,F,False,False,True
STU00821,Reese,Rivera,8,S003,M,True,True,True
STU00822,Finley,Davis,7,S003,F,False,False,True
STU00823,Rowan,Hill,7,S003,M,False,False,False
STU00824,Parker,Thomas,8,S003,F,False,False,True
STU00825,Harper,Walker,7,S003,M,True,False,False
STU00826,Jamie,Smith,7,S003,F,True,True,False
STU00827,Sage,Smith,8,S003,F,False,False,False
STU00828,Sage,Kim,7,S003,F,False,True,False
STU00829,Quinn,Johnson,7,S003,M,False,True,False
STU00830,Finley,Hill,8,S003,F,False,False,True
STU00831,Harper,Hill,7,S003,F,False,False,True
STU00832,Jordan,Walker,8,S003,F,False,False,True
STU00833,Logan,Young,6,S003,F,True,False,False
STU00834,Noa,Chen,6,S003,X,False,False,True
STU00835,Noa,Garcia,7,S003,M,False,False,False
STU00836,Avery,Patel,7,S003,F,False,False,True
STU00837,Skyler,Nguyen,8,S003,M,False,False,False
STU00838,Devon,Thomas,7,S003,F,False,False,True
STU00839,Parker,Johnson,6,S003,F,False,False,True
STU00840,Reese,Kim,8,S003,F,False,False,True
STU00841,Morgan,Anderson,6,S003,M,False,True,False
STU00842,Quinn,Chen,8,S003,F,False,False,True
STU00843,Rowan,Anderson,6,S003,F,False,True,True
STU00844,Jordan,Thomas,6,S003,F,False,False,True
STU00845,Sage,Davis,6,S003,F,False,False,True
STU00846,Kai,Lopez,6,S003,F,False,False,True
STU00847,Riley,Thomas,8,S003,M,False,True,False
STU00848,Sage,Johnson,7,S003,M,False,False,True
STU00849,Reese,Smith,7,S003,M,False,False,True
STU00850,Harper,Johnson,7,S003,F,True,False,False
STU00851,Riley,Nguyen,8,S003,F,True,False,False
STU00852,Noa,Nguyen,6,S003,M,False,False,True
STU00853,Quinn,Kim,6,S003,M,False,False,True
STU00854,Rowan,Khan,7,S003,M,False,False,True
STU00855,Sage,Patel,6,S003,M,False,False,True
STU00856,Micah,Brown,7,S003,F,False,True,True
STU00857,Casey,Garcia,7,S003,M,False,False,False
STU00858,Rowan,Wilson,7,S003,F,False,False,True
STU00859,Riley,Davis,7,S003,M,False,False,True
STU00860,Kai,Lopez,7,S003,M,False,False,True
STU00861,Skyler,Davis,6,S003,F,False,False,False
STU00862,Kai,Thomas,8,S003,F,True,False,True
STU00863,Morgan,Martinez,6,S003,F,True,True,True
STU00864,Reese,Anderson,8,S003,M,True,False,False
STU00865,Devon,Johnson,6,S003,M,False,False,False
STU00866,Rowan,Garcia,7,S003,M,False,False,False
STU00867,Emery,Johnson,8,S003,F,False,False,True
STU00868,Emery,Khan,7,S003,M,False,True,True
STU00869,Avery,Rivera,8,S003,F,True,False,False
STU00870,Reese,Lopez,6,S003,X,False,False,False
STU00871,Micah,Johnson,8,S003,M,True,False,True
STU00872,Logan,Nguyen,6,S003,F,False,False,True
STU00873,Casey,Davis,8,S003,M,False,False,True
STU00874,Rowan,Nguyen,7,S003,F,False,False,True
STU00875,Reese,Martinez,8,S003,M,False,False,True
STU00876,Devon,Young,7,S003,F,True,False,True
STU00877,Emery,Young,8,S003,M,False,False,False
STU00878,Parker,Davis,7,S003,F,False,False,False
STU00879,Noa,Johnson,8,S003,F,False,False,True
STU00880,Harper,Chen,7,S003,F,True,True,True
STU00881,Micah,Davis,6,S003,F,False,False,True
STU00882,Reese,Smith,7,S003,M,True,False,True
STU00883,Jamie,Garcia,7,S003,F,True,False,True
STU00884,Harper,Anderson,8,S003,F,False,False,False
STU00885,Quinn,Young,6,S003,M,True,False,True
STU00886,Morgan,Davis,8,S003,M,False,False,False
STU00887,Reese,Khan,6,S003,M,False,False,True
STU00888,Micah,Brown,7,S003,F,False,False,True
STU00889,Micah,Smith,8,S003,F,False,False,False
STU00890,Skyler,Patel,8,S003,F,False,False,False
STU00891,Sage,Garcia,6,S003,M,False,False,True
STU00892,Finley,Kim,6,S003,F,False,False,False
STU00893,Micah,Lee,7,S003,M,False,True,True
STU00894,Avery,Brown,6,S003,M,False,False,False
STU00895,Harper,Wilson,6,S003,F,False,False,True
STU00896,Reese,Walker,8,S003,F,False,False,True
STU00897,Jamie,Brown,6,S003,M,False,False,True
STU00898,Sage,Anderson,6,S003,F,False,False,False
STU00899,Casey,Brown,7,S003,F,False,False,False
STU00900,Reese,Chen,8,S003,M,False,False,False
STU00901,Morgan,Kim,7,S003,F,False,False,True
STU00902,Rowan,Walker,8,S003,F,False,False,True
STU00903,Casey,Garcia,8,S003,F,False,True,True
STU00904,Avery,Lopez,7,S003,F,False,False,True
STU00905,Skyler,Thomas,6,S003,M,False,False,True
STU00906,Kai,Chen,8,S003,M,False,False,True
STU00907,Casey,Patel,8,S003,F,False,False,False
STU00908,Quinn,Smith,6,S003,F,False,False,True
STU00909,Reese,Lopez,7,S003,F,False,False,False
STU00910,Skyler,Patel,6,S003,M,False,False,True
STU00911,Rowan,Thomas,7,S003,M,False,False,True
STU00912,Finley,Lee,8,S003,F,False,False,True
STU00913,Emery,Rivera,8,S003,M,False,False,False
STU00914,Emery,Walker,7,S003,M,False,False,True
STU00915,Skyler,Khan,7,S003,F,True,False,True
STU00916,Kai,Lee,7,S003,M,False,False,True
STU00917,Micah,Hill,7,S003,F,True,False,True
STU00918,Rowan,Patel,8,S003,X,False,False,True
STU00919,Parker,Chen,7,S003,F,False,True,False
STU00920,Emery,Kim,6,S003,M,False,False,True
STU00921,Casey,Khan,7,S003,F,True,False,True
STU00922,Parker,Anderson,6,S003,F,False,False,True
STU00923,Skyler,Patel,7,S003,M,False,False,True
STU00924,Sage,Smith,7,S003,F,False,False,False
STU00925,Rowan,Brown,7,S003,M,False,False,True
STU00926,Jamie,Young,6,S003,F,False,False,True
STU00927,Devon,Smith,7,S003,M,False,False,False
STU00928,Parker,Walker,8,S003,M,False,True,False
STU00929,Logan,Patel,8,S003,F,False,False,False
STU00930,Skyler,Johnson,7,S003,M,False,False,True
STU00931,Noa,Johnson,6,S003,M,True,False,False
STU00932,Reese,Lopez,7,S003,F,False,False,True
STU00933,Rowan,Smith,7,S003,M,False,False,True
STU00934,Harper,Patel,6,S003,F,False,False,True
STU00935,Avery,Walker,6,S003,M,False,False,True
STU00936,Jamie,Young,6,S003,F,False,False,True
STU00937,Micah,Rivera,7,S003,M,True,False,True
STU00938,Riley,Garcia,6,S003,F,False,False,True
STU00939,Skyler,Hill,6,S003,M,True,False,False
STU00940,Skyler,Khan,8,S003,F,False,True,True
STU00941,Jamie,Chen,7,S003,M,True,False,True
STU00942,Morgan,Johnson,7,S003,F,False,False,False
STU00943,Devon,Wilson,7,S003,M,True,False,True
STU00944,Jamie,Lee,6,S003,M,False,False,False
STU00945,Riley,Johnson,8,S003,M,False,False,True
STU00946,Jamie,Rivera,8,S003,M,False,False,True
STU00947,Sage,Brown,6,S003,F,True,False,True
STU00948,Jamie,Garcia,6,S003,F,False,False,False
STU00949,Rowan,Wilson,6,S003,F,True,False,True
STU00950,Sage,Smith,7,S003,M,True,True,True
STU00951,Rowan,Young,8,S003,F,False,False,False
STU00952,Avery,Young,6,S003,F,False,False,False
STU00953,Casey,Brown,8,S003,F,False,False,True
STU00954,Riley,Lopez,6,S003,F,False,False,True
STU00955,Morgan,Lee,7,S003,M,False,True,True
STU00956,Avery,Chen,6,S003,M,False,False,True
STU00957,Rowan,Lee,8,S003,M,False,False,False
STU00958,Logan,Brown,6,S003,F,False,False,False
STU00959,Sage,Martinez,6,S003,M,False,False,True
STU00960,Parker,Rivera,8,S003,M,False,False,False
STU00961,Parker,Lopez,8,S003,X,False,False,True
STU00962,Casey,Rivera,6,S003,M,False,False,True
STU00963,Rowan,Lee,7,S003,M,False,False,False
STU00964,Finley,Patel,8,S003,F,True,False,False
STU00965,Jamie,Lee,8,S003,F,False,False,True
STU00966,Parker,Johnson,7,S003,F,False,False,True
STU00967,Finley,Thomas,6,S003,F,True,False,True
STU00968,Kai,Lopez,7,S003,F,False,False,True
STU00969,Riley,Lee,7,S003,M,False,False,True
STU00970,Reese,Rivera,6,S003,M,False,False,True
STU00971,Kai,Lopez,6,S003,M,False,False,True
STU00972,Harper,Nguyen,8,S003,M,False,False,True
STU00973,Jamie,Rivera,8,S003,M,False,False,False
STU00974,Emery,Thomas,8,S003,M,False,False,False
STU00975,Rowan,Thomas,6,S003,M,False,True,True
STU00976,Kai,Young,7,S003,M,False,False,False
STU00977,Logan,Nguyen,6,S003,F,False,True,False
STU00978,Jordan,Thomas,6,S003,M,False,False,True
STU00979,Logan,Patel,7,S003,M,False,False,True
STU00980,Jordan,Rivera,6,S003,F,False,False,False
STU00981,Reese,Davis,6,S003,M,False,False,True
STU00982,Skyler,Lopez,7,S003,F,False,True,False
STU00983,Morgan,Anderson,6,S003,F,False,False,True
STU00984,Casey,Johnson,7,S003,F,False,False,False
STU00985,Skyler,Wilson,8,S003,M,False,True,False
STU00986,Sage,Smith,6,S003,F,False,False,False
STU00987,Avery,Young,6,S003,M,False,False,False
STU00988,Riley,Anderson,8,S003,F,False,False,True
STU00989,Jamie,Kim,7,S003,M,False,False,True
STU00990,Jordan,Smith,6,S003,M,False,False,False
STU00991,Quinn,Patel,7,S003,F,False,False,True
STU00992,Avery,Wilson,8,S003,M,False,False,False
STU00993,Casey,Nguyen,6,S003,F,True,False,True
STU00994,Avery,Smith,7,S003,M,True,False,False
STU00995,Riley,Young,7,S003,F,False,True,False
STU00996,Kai,Patel,7,S003,M,True,False,True
STU00997,Reese,Thomas,7,S003,F,True,False,True
STU00998,Avery,Walker,8,S003,M,False,False,True
STU00999,Jamie,Lee,7,S003,M,False,False,False
STU01000,Devon,Kim,6,S003,M,False,True,True
STU01001,Casey,Anderson,8,S003,F,False,False,True
STU01002,Avery,Johnson,7,S003,F,False,False,True
STU01003,Emery,Garcia,7,S003,F,True,False,True
STU01004,Sage,Johnson,7,S003,F,False,False,True
STU01005,Rowan,Martinez,6,S003,F,False,False,True
STU01006,Riley,Hill,8,S003,M,False,False,True
STU01007,Skyler,Davis,8,S003,M,False,False,True
STU01008,Jamie,Nguyen,8,S003,M,False,False,False
STU01009,Reese,Wilson,6,S003,M,False,False,True
STU01010,Micah,Kim,6,S003,F,False,False,False
STU01011,Micah,Walker,6,S003,F,False,False,False
STU01012,Quinn,Brown,6,S003,F,False,False,True
STU01013,Harper,Walker,7,S003,F,False,False,True
STU01014,Harper,Lee,6,S003,M,False,True,False
STU01015,Harper,Patel,7,S003,M,False,False,True
STU01016,Parker,Khan,8,S003,M,False,False,True
STU01017,Sage,Young,7,S003,F,False,False,True
STU01018,Noa,Wilson,7,S003,M,False,False,False
STU01019,Sage,Hill,7,S003,F,False,False,False
STU01020,Rowan,Wilson,7,S003,F,False,False,False
STU01021,Avery,Martinez,7,S003,F,False,False,True
STU01022,Casey,Davis,8,S003,M,False,True,True
STU01023,Skyler,Lee,6,S003,M,True,False,False
STU01024,Finley,Rivera,7,S003,F,False,False,True
STU01025,Rowan,Johnson,8,S003,F,False,False,False
STU01026,Sage,Nguyen,6,S003,M,False,False,False
STU01027,Devon,Kim,6,S003,F,False,True,True
STU01028,Quinn,Johnson,7,S003,M,False,False,True
STU01029,Quinn,Hill,7,S003,M,False,False,False
STU01030,Jamie,Davis,6,S003,F,False,False,True
STU01031,Harper,Young,8,S003,M,False,False,False
STU01032,Reese,Walker,6,S003,F,False,False,False
STU01033,Casey,Hill,7,S003,M,False,False,True
STU01034,Micah,Johnson,7,S003,M,False,True,True
STU01035,Casey,Hill,7,S003,M,False,True,False
STU01036,Emery,Walker,8,S003,M,False,True,False
STU01037,Micah,Wilson,8,S003,M,True,True,False
STU01038,Harper,Lee,6,S003,F,False,False,True
STU01039,Finley,Lee,7,S003,M,False,False,True
